3	12.343623	-1.591558	-10.248759
1	-4.103674	1.512153	4.903095
5	-9.027778	-2.980553	-5.082207
1	-3.594504	-4.374329	7.714423
2	-3.377762	-7.565510	-12.145238
4	-7.144781	16.086515	-26.820224
0	-6.829655	-0.364889	4.295928
6	16.299371	-4.033002	0.305902
1	-1.653411	-0.985349	2.656131
0	-6.466552	-3.795198	4.638547
2	-7.292226	-6.393026	-8.629835
0	-3.738094	-5.872175	4.025349
5	-7.775735	-8.461395	2.391782
2	1.730807	-0.106195	-8.724503
3	17.937558	0.507300	-16.389189
3	16.062733	-4.056932	-10.811012
5	1.102485	-15.446323	-2.686975
1	-1.385652	-4.629501	4.285711
1	-6.069456	2.184902	5.381613
3	13.190244	-3.960868	-5.740829
0	-2.961651	-6.185440	2.808498
5	-2.125898	-10.368386	-7.798995
1	-6.008810	-0.175272	9.052789
1	-4.642308	-4.067197	9.378026
2	1.846613	-10.025281	-10.425949
1	-1.863888	-0.358827	5.000997
4	-9.998734	10.553264	-22.596551
0	-3.387744	-5.496731	3.222141
3	17.392964	-5.617802	-8.274358
3	15.482252	-0.550158	-14.414663
3	19.276743	-6.382316	-13.111383
0	-3.013713	-3.875473	5.155944
3	11.128734	-2.674524	-13.794845
3	9.764995	-6.990179	-17.716947
3	20.182736	-1.794374	-14.376191
2	0.160557	0.067889	-6.664885
3	14.654420	-5.054691	-12.227481
5	-8.634692	-4.402711	-8.115980
6	20.177673	-7.661754	4.782050
4	-5.362309	9.132777	-21.546736
1	-8.384296	2.819583	4.998640
3	17.393067	-2.712996	-11.776954
1	-1.902855	2.218670	7.793835
6	17.437396	-13.074768	3.029940
0	-6.948112	1.883665	5.353846
4	-8.300765	12.153804	-22.607388
3	12.451339	-8.418795	-13.097167
2	0.336909	-6.945208	-6.983064
0	-7.566014	-4.399705	-0.686009
3	6.612841	-2.627436	-15.203926
6	15.155653	-7.635312	4.624481
5	-7.333957	-9.507492	-9.652746
1	-2.499212	5.114838	6.060490
4	-4.789884	7.599107	-18.336998
0	-5.026788	-5.290555	4.965158
2	0.516138	-10.932720	-9.812623
5	-4.575407	-7.290580	-5.955192
5	-7.209637	-5.987792	-0.984387
6	15.444664	-2.856541	4.503933
3	11.784475	-3.933161	-18.679810
3	18.112658	-1.150579	-8.683037
5	-2.163175	-11.196745	-5.498501
3	12.747284	-11.657153	-17.325975
6	14.787062	-5.362828	7.225563
0	-1.728660	0.787888	2.548807
4	-9.547892	10.465165	-24.085869
4	-10.657104	13.513808	-19.820132
4	-11.624017	16.202542	-22.875111
2	1.330299	-5.988413	-6.739548
5	-4.491487	-6.194502	-1.285014
1	-1.210762	4.454098	1.209765
4	-4.396746	18.106652	-25.537034
2	0.341887	-8.736009	-10.625789
3	15.002665	-5.482957	-8.318480
3	13.084680	-4.815613	-15.567496
4	-7.192518	10.474141	-23.380317
0	-8.004094	-1.396859	6.181953
4	-6.454786	12.008680	-21.957210
2	-0.098920	1.730000	-9.325229
1	6.698057	0.984388	-0.059731
4	-9.288194	11.734822	-25.109034
1	0.741296	-2.662345	5.813246
4	-2.552974	10.222599	-22.257056
6	11.436706	-11.769315	2.366260
2	-4.700473	-6.531901	-11.765065
5	1.287547	-9.779355	0.955200
0	-0.846663	-3.379827	-0.174240
4	-10.679866	9.208804	-17.024757
2	2.921101	-7.905093	-11.305268
2	-2.743113	-3.116326	-7.015910
3	13.214564	-2.824621	-11.814349
1	-1.539055	3.539661	0.791962
1	-7.244738	-1.492392	0.888556
3	17.135078	0.717718	-14.252944
1	-3.643337	-0.541213	7.336776
5	-5.430673	-8.224701	-5.579639
0	-4.054084	-1.604721	7.153445
6	13.438152	-9.732112	8.642268
4	-9.072959	12.606006	-22.030771
3	14.865661	-3.543433	-19.463738
5	-0.355699	-5.445358	-8.342061
3	15.727878	-9.981707	-10.998146
2	-0.079111	-5.418084	-8.291506
1	1.425146	-0.994454	6.942529
3	16.452909	-5.562743	-3.078581
3	15.772398	-9.054562	-8.524190
4	-10.409544	11.882590	-22.099812
2	-0.286662	-10.365893	-10.602506
2	0.210374	-5.595736	-8.255284
0	-7.290517	-3.318050	0.942076
6	8.163218	-6.641061	1.711055
4	-11.320421	17.376931	-26.252528
3	17.049528	-4.714337	-14.918591
1	-4.079460	-2.656920	7.563462
6	11.410104	-2.595604	7.132129
5	-9.686173	-9.710937	-0.865156
5	-2.075971	-7.808810	0.216740
5	-4.474322	-8.331694	-2.483014
1	1.606223	-2.790789	4.740915
0	-0.652274	-4.098512	0.646805
4	0.900870	13.824740	-18.051034
1	1.246344	6.083539	9.955496
4	-4.090783	12.274181	-14.634244
0	0.000960	-5.800457	0.492971
5	-1.252266	-8.475628	-2.574134
1	0.805785	5.714704	10.987772
5	2.780330	-16.578070	-5.226207
2	1.775467	-7.099062	-8.973002
2	-0.221907	-4.987469	-10.020011
2	-2.921153	-0.997950	-5.540922
4	-3.682169	10.759458	-19.122362
0	-5.712135	-0.059353	5.172668
2	-0.299472	-5.594640	-7.635609
6	11.484658	-6.364153	6.793739
3	14.551869	-4.706792	-9.305098
1	-2.477865	-0.291302	7.380266
3	12.846486	-5.465742	-7.178280
2	1.721720	-2.571551	-8.105198
1	-3.399217	-5.125753	3.226599
3	14.794761	-3.925623	-12.502219
1	-6.495005	0.379501	7.326380
4	-7.135351	13.269207	-22.591970
1	2.424546	2.922413	3.242910
4	-5.354751	13.052629	-18.079316
4	-4.423356	10.371957	-23.237372
3	10.944831	-6.204735	-8.548999
2	8.061130	-3.761465	-11.039646
4	-10.013830	12.201789	-16.784501
6	13.290372	-6.793470	6.206543
6	14.176240	-3.275492	5.062173
1	-1.400762	-0.391404	2.237603
3	16.420265	-1.312652	-13.878355
0	-3.679733	-0.132107	4.553072
4	-6.965388	19.777938	-19.462042
1	-3.081247	-1.049009	1.577295
0	-0.402064	-0.403594	-2.892321
5	-3.144087	-8.320934	-7.389753
6	17.234861	-4.287379	1.092661
6	15.914707	-8.997975	0.096836
4	-3.974177	16.969406	-19.988046
0	-7.798391	0.382466	0.996718
3	16.091043	-5.791689	-13.158732
3	15.605175	-3.336955	-14.720404
1	-6.739804	4.776608	1.342640
0	-5.310310	1.360614	2.328678
4	-8.879826	18.993473	-22.151655
5	0.255416	-13.546711	-6.151990
1	-0.668232	-2.299847	9.401953
3	14.997825	-2.409009	-5.940508
2	0.701292	-3.291218	-12.747375
3	13.858132	-3.579330	-13.500508
3	17.673408	-10.690358	-15.085182
6	13.469258	-10.729677	7.782970
0	-5.040102	-2.330630	1.837508
0	-4.545480	-6.887317	2.600445
6	15.752162	-12.032539	4.248709
1	-8.873255	3.239436	6.250154
5	-3.813506	-7.679455	-5.500653
5	-4.408434	-7.456032	-10.793633
3	25.218102	-13.427053	-19.476320
6	11.459671	-9.997517	-4.037181
1	-6.936994	0.426272	7.102441
4	-1.399336	15.229895	-20.448802
0	-3.437870	-4.863903	-0.947200
3	17.862940	-0.898049	-15.599240
5	-6.180079	-7.898173	-0.288258
6	16.283231	-2.910587	2.403242
6	16.274835	-11.677993	0.717483
5	-4.284013	-7.875874	0.232528
1	-1.762757	-3.653032	7.992942
6	11.296884	-2.335839	4.769516
6	16.903610	-10.126467	1.087987
3	11.013619	1.124676	-13.156644
3	10.233723	-2.475475	-14.438185
4	-4.942018	13.749174	-23.259843
0	-6.681953	-0.991742	4.926176
0	-2.042898	4.279193	1.577458
3	13.872526	-3.007947	-11.789224
0	-0.578533	-1.850732	-2.209723
0	-6.111687	-1.182094	7.066982
4	-11.049735	13.086775	-19.298863
6	19.332585	-7.541377	1.488819
1	3.463721	-1.008395	5.994784
6	8.571343	-1.141351	-4.972723
1	-2.019845	4.021710	1.892242
2	1.005074	-6.188705	-10.283067
4	-7.651496	15.046097	-29.904788
5	-6.295166	-8.384248	-2.711133
6	16.769221	-12.228450	4.294381
3	19.600870	-7.761118	-11.902269
5	-5.207021	-7.346420	0.785242
4	-5.390868	9.129680	-18.087356
1	-0.541818	4.722197	6.730773
3	16.170131	-5.648822	-14.606798
1	-5.407571	-1.079494	7.745937
5	-7.311589	-5.624315	-5.221123
5	-2.681064	-8.728523	-3.148225
0	-6.816013	-5.417189	1.493848
1	-1.488475	-0.277214	6.029727
1	-3.074219	-1.186928	4.895946
0	-6.627764	-4.720125	-0.433138
6	9.822300	-3.912777	6.627656
3	16.298375	-9.675239	-12.968163
1	-3.193148	-2.390160	4.439999
5	-3.402601	-9.449674	-0.857275
6	16.294171	-3.611435	-0.426607
5	2.396589	-14.556729	-5.363448
5	-7.954983	-9.459708	0.769907
5	-5.244181	-5.707572	-0.613058
4	-8.388968	15.781561	-23.800297
5	-4.437296	-12.216837	-5.690958
1	-2.192577	3.450146	7.752112
6	11.114140	-14.876868	-1.004106
0	-4.890643	-3.002105	2.265551
2	-5.773191	-3.989676	-7.416396
5	-6.869476	-10.932659	0.683372
3	16.130290	-4.675973	-15.746071
0	-6.413703	-3.349750	-3.340868
4	-4.724401	9.392339	-21.245258
4	-3.523491	13.393978	-21.393348
4	-7.628756	11.222134	-23.075062
5	-2.031277	-7.776680	-1.270547
4	-7.541553	16.260055	-18.882699
3	13.566288	-0.616910	-11.512544
0	-4.197130	-4.272549	2.605546
1	4.490123	-2.623667	5.320810
3	17.325669	-5.790877	-7.259242
2	-1.300367	1.762075	-9.304755
5	-2.261289	-7.241714	0.567219
3	18.047400	-4.015900	-12.380526
6	13.723852	-7.594736	-3.003241
4	-3.439012	19.710017	-23.871005
6	20.387362	-6.522994	0.029803
4	-6.264156	13.899697	-22.186155
4	-9.463374	17.377880	-16.308081
3	15.702404	-4.098826	-8.528990
3	16.481215	-1.459815	-17.777289
6	8.673208	-4.163171	6.052956
4	-5.891617	13.569070	-24.530332
5	-5.782963	-7.561905	-7.901052
1	-1.210731	4.049552	4.123680
5	-8.167550	-11.662878	-4.222288
1	-4.833079	2.469466	1.320424
6	16.191265	-7.359829	7.280804
6	17.182382	-3.902190	-1.478231
1	-2.895905	1.312428	1.140393
6	14.915060	-3.248238	4.737892
6	17.553345	-10.295027	-0.900153
5	-6.519514	-12.351837	-4.958757
0	-0.312886	-3.181565	6.047438
4	-8.813227	15.612273	-24.434561
1	-4.023375	4.982626	7.405783
0	-2.342530	-5.703328	4.386946
3	15.836881	-4.421090	-12.943427
1	-5.013760	-2.273570	0.225426
4	-6.068619	14.645621	-17.944764
6	13.082576	-7.806290	4.083815
5	-1.480943	-10.488082	-2.694324
5	-6.030693	-4.785908	-5.747124
4	-7.550977	20.152443	-21.969354
4	-9.391094	10.688682	-25.366171
5	-6.904570	-11.072687	-1.093598
2	2.047850	-9.921350	-3.148141
0	-4.453148	-2.771376	1.963448
1	2.546607	10.413985	1.100244
1	-4.383116	-1.790586	6.300433
5	-1.468793	-14.683429	0.730084
2	0.681930	-4.145242	-8.371265
6	13.736962	-5.852760	2.086495
1	-3.404470	-1.041301	3.549498
4	-8.528462	14.526162	-15.917462
5	-7.307422	-8.121391	1.292594
0	-4.112669	-9.966206	3.315958
4	-4.323149	11.779015	-16.713132
5	-7.567200	-6.009966	-2.040788
1	-1.050292	-0.167739	3.604661
5	-2.054571	-9.203969	-0.461499
3	17.344597	-6.503607	-12.725382
1	-0.418620	3.916471	7.297983
0	-9.519571	-1.897587	4.626720
4	-6.685376	7.660847	-20.559960
3	11.413469	-4.683038	-11.873924
4	-10.717996	11.723813	-24.531513
3	16.883446	-2.765780	-9.542823
2	4.481218	-4.423087	-9.000106
1	-0.002554	-2.771919	6.966001
3	12.707827	1.749357	-10.021837
2	5.777275	1.736708	-13.126473
2	-1.278701	-7.359284	-11.069837
6	14.270162	-10.347489	4.327344
4	-4.803273	13.682546	-13.579679
3	10.914395	-0.139146	-16.074841
3	12.920176	-9.456038	-13.381175
5	-1.753671	-11.443192	-2.489811
0	-6.452744	-0.300679	1.278627
1	-2.375175	-1.112866	3.642074
3	16.115671	-2.233034	-12.639446
0	-3.385108	-4.132142	4.446407
5	-3.240897	-7.294564	-5.836401
6	16.414480	-7.970037	3.813807
6	8.653451	-10.228157	4.777175
1	-4.438152	2.676142	2.265896
6	12.974160	-14.645328	5.118558
6	14.355428	-1.892728	9.428656
6	11.808932	-5.922939	9.683856
1	-3.669981	5.225483	6.167861
2	2.745621	-3.087398	-12.154121
6	20.622070	-8.686765	0.881405
4	-9.576245	6.484022	-24.518843
1	-5.056822	-0.523895	9.994138
1	-3.992400	0.747947	3.226745
1	-3.446982	1.565778	5.991054
3	9.735832	-3.872853	-9.620359
6	13.184169	-10.776544	-2.082405
0	-0.897405	0.975384	1.477096
3	8.919830	-7.860015	-13.096140
6	13.849658	-3.254516	2.284165
2	-6.152902	0.050436	-6.436060
5	-2.112021	-13.486545	-0.099621
3	14.123144	-5.345338	-12.207232
3	14.407625	-5.953723	-11.392775
0	-4.691077	-9.059866	0.788688
4	-6.320394	14.332676	-20.263818
4	-5.910209	14.235066	-21.815025
3	17.825989	-2.871079	-17.111802
3	11.527564	-7.004871	-11.956810
4	-7.200376	13.401201	-20.223014
0	-8.269372	-4.955752	2.555051
6	22.286304	-6.567177	2.255741
3	14.674942	-3.676252	-11.450310
6	13.852335	-7.713151	9.411080
6	19.039850	-7.484084	3.974083
4	-6.050231	13.211968	-20.679986
2	-8.226624	-8.556035	-4.261346
3	14.438219	-10.069627	-10.608576
6	13.057824	-8.471285	2.656504
6	15.242143	-6.322088	4.522760
1	-0.208337	1.459850	10.930562
1	0.107827	-0.675500	7.544731
0	-4.349527	-2.974114	4.831380
0	0.249663	-5.273723	-3.880244
2	-5.659495	-6.700058	-7.847837
3	11.344807	-3.280625	-8.014350
0	-8.251022	-4.162728	5.232484
3	13.428531	-7.378384	-14.220091
5	1.702559	-8.670484	-3.059826
6	19.794617	-12.679444	-2.074081
4	-4.840785	14.580669	-24.795841
0	-3.273321	-5.056395	-3.610188
1	-3.078446	1.307677	-0.303310
3	11.675190	-4.642217	-8.126799
1	-1.434075	1.579494	9.097418
5	-8.392138	-16.629726	4.968852
1	-0.706058	4.965331	3.824521
6	18.727044	-7.963776	2.499086
3	20.308820	-10.514114	-12.974037
2	2.402994	-4.153304	-12.827996
5	-5.023712	-10.743287	-3.087669
3	11.056912	-11.504390	-7.842084
3	10.688482	-7.131443	-9.008107
4	-7.242777	16.031008	-25.891650
4	-8.096043	12.165322	-21.019133
3	13.226178	-5.134953	-7.583184
3	13.800776	-4.904986	-13.773958
4	-11.558749	20.509875	-22.652848
1	3.159729	1.123197	8.810957
6	19.685197	-9.908482	1.034867
5	0.299660	-13.374178	-2.009481
3	6.701427	-5.444153	-8.856756
4	-7.921715	16.291671	-25.715100
1	2.530666	-0.606285	1.752424
1	-1.925773	6.095040	6.317227
3	15.864318	-5.515207	-11.327993
1	2.609324	0.657953	6.856753
6	4.970359	-3.170807	7.821134
5	-6.257374	-5.915566	0.217326
3	15.143840	-3.957737	-13.123759
6	12.939317	-7.441414	-2.549064
5	-5.016020	-13.208001	-3.306248
6	21.855677	-4.868604	4.708621
4	-4.791408	17.324544	-19.521083
0	-2.926682	-5.518250	3.005786
5	-9.553685	-6.541998	0.222400
6	17.797029	-10.352733	5.298565
3	12.425504	-0.997261	-13.940145
3	9.389027	-7.033141	-10.022685
2	4.028200	-4.449147	-7.714027
3	8.629963	-8.029847	-11.931723
6	5.778231	-12.021135	1.258685
3	21.121312	-2.061879	-14.317549
3	11.977350	-5.501033	-11.499556
3	16.775660	-1.084869	-16.127367
1	-0.949121	-1.802188	3.424972
5	-4.304947	-8.753768	-3.430832
3	16.805667	-1.561932	-9.399682
5	-0.237084	-7.243943	-2.640174
5	-3.351351	-8.533328	0.115209
1	0.508744	-3.554570	3.337310
4	-9.448049	15.338210	-17.615721
4	-9.971725	18.668575	-21.686677
0	-4.991035	-0.528432	1.045982
6	15.407887	-5.630720	1.089838
